Instituição;Unidade;Escopo da Inconsistência;Situação da Inconsistência;Total de Inconsistências
Instituto Federal Baiano;Campus Guanambi;Ciclo;Validado RA;180
Instituto Federal Baiano;Campus Guanambi;Curso;Validado RA;19
Instituto Federal Baiano;Campus Guanambi;Matrícula;Alterado RA;10.096
Instituto Federal Baiano;Campus Guanambi;Matrícula;Inconsistente RA;399
Instituto Federal Baiano;Campus Itaberaba;Ciclo;Validado RA;42
Instituto Federal Baiano;Campus Itaberaba;Curso;Validado RA;8
Instituto Federal Baiano;Campus Itaberaba;Matrícula;Alterado RA;1.361
Instituto Federal Baiano;Campus Itaberaba;Matrícula;Inconsistente RA;739
Instituto Federal Baiano;Campus Itaberaba;Matrícula;Validado RA;411
Instituto Federal Baiano;Campus Itapetinga;Ciclo;Validado RA;95
Instituto Federal Baiano;Campus Itapetinga;Curso;Validado RA;16
Instituto Federal Baiano;Campus Itapetinga;Matrícula;Alterado RA;4.383
Instituto Federal Baiano;Campus Itapetinga;Matrícula;Inconsistente RA;470
Instituto Federal Baiano;Campus Santa Inês;Ciclo;Validado RA;170
Instituto Federal Baiano;Campus Santa Inês;Curso;Validado RA;13
Instituto Federal Baiano;Campus Santa Inês;Matrícula;Alterado RA;2.965
Instituto Federal Baiano;Campus Santa Inês;Matrícula;Inconsistente RA;249
Instituto Federal Baiano;Campus Santa Inês;Matrícula;Validado RA;2.581
Instituto Federal Baiano;Campus Senhor do Bonfim;Ciclo;Alterado RA;142
Instituto Federal Baiano;Campus Senhor do Bonfim;Curso;Validado RA;16
Instituto Federal Baiano;Campus Senhor do Bonfim;Matrícula;Alterado RA;5.214
Instituto Federal Baiano;Campus Senhor do Bonfim;Matrícula;Inconsistente RA;5.481
Instituto Federal Baiano;Campus Serrinha;Ciclo;Alterado RA;37
Instituto Federal Baiano;Campus Serrinha;Ciclo;Inconsistente RA;50
Instituto Federal Baiano;Campus Serrinha;Ciclo;Validado RA;58
Instituto Federal Baiano;Campus Serrinha;Curso;Validado RA;19
Instituto Federal Baiano;Campus Serrinha;Matrícula;Alterado RA;2.461
Instituto Federal Baiano;Campus Serrinha;Matrícula;Inconsistente RA;2.619
Instituto Federal Baiano;Campus Teixeira de Freitas;Ciclo;Alterado RA;90
Instituto Federal Baiano;Campus Teixeira de Freitas;Ciclo;Inconsistente RA;22
Instituto Federal Baiano;Campus Teixeira de Freitas;Curso;Alterado RA;10
Instituto Federal Baiano;Campus Teixeira de Freitas;Curso;Inconsistente RA;1
Instituto Federal Baiano;Campus Teixeira de Freitas;Matrícula;Alterado RA;2.651
Instituto Federal Baiano;Campus Teixeira de Freitas;Matrícula;Inconsistente RA;1.828
Instituto Federal Baiano;Campus Uruçuca;Ciclo;Alterado RA;110
Instituto Federal Baiano;Campus Uruçuca;Ciclo;Inconsistente RA;57
Instituto Federal Baiano;Campus Uruçuca;Ciclo;Validado RA;50
Instituto Federal Baiano;Campus Uruçuca;Curso;Validado RA;23
Instituto Federal Baiano;Campus Uruçuca;Matrícula;Alterado RA;3.342
Instituto Federal Baiano;Campus Uruçuca;Matrícula;Inconsistente RA;2.697
Instituto Federal Baiano;Campus Uruçuca;Matrícula;Validado RA;332
Instituto Federal Baiano;Campus Valença;Ciclo;Alterado RA;4
Instituto Federal Baiano;Campus Valença;Ciclo;Inconsistente RA;15
Instituto Federal Baiano;Campus Valença;Ciclo;Validado RA;114
Instituto Federal Baiano;Campus Valença;Curso;Validado RA;27
Instituto Federal Baiano;Campus Valença;Matrícula;Alterado RA;3.271
Instituto Federal Baiano;Campus Valença;Matrícula;Inconsistente RA;2.693
Instituto Federal Baiano;Campus Xique-Xique;Ciclo;Alterado RA;78
Instituto Federal Baiano;Campus Xique-Xique;Ciclo;Inconsistente RA;1
Instituto Federal Baiano;Campus Xique-Xique;Curso;Validado RA;12
Instituto Federal Baiano;Campus Xique-Xique;Matrícula;Alterado RA;1.813
Instituto Federal Baiano;Campus Xique-Xique;Matrícula;Inconsistente RA;1.299
Instituto Federal Catarinense;Campus Abelardo Luz;Ciclo;Validado RA;48
Instituto Federal Catarinense;Campus Abelardo Luz;Curso;Validado RA;9
Instituto Federal Catarinense;Campus Abelardo Luz;Matrícula;Alterado RA;2.646
Instituto Federal Catarinense;Campus Abelardo Luz;Matrícula;Inconsistente RA;475
Instituto Federal Catarinense;Campus Abelardo Luz;Matrícula;Validado RA;3.066
Instituto Federal Catarinense;Campus Araquari;Ciclo;Validado RA;206
Instituto Federal Catarinense;Campus Araquari;Curso;Validado RA;14
Instituto Federal Catarinense;Campus Araquari;Matrícula;Alterado RA;5.947
Instituto Federal Catarinense;Campus Araquari;Matrícula;Inconsistente RA;1.797
Instituto Federal Catarinense;Campus Blumenau;Ciclo;Alterado RA;80
Instituto Federal Catarinense;Campus Blumenau;Ciclo;Validado RA;61
Instituto Federal Catarinense;Campus Blumenau;Curso;Validado RA;10
Instituto Federal Catarinense;Campus Blumenau;Matrícula;Alterado RA;3.853
Instituto Federal Catarinense;Campus Blumenau;Matrícula;Inconsistente RA;1.472
Instituto Federal Catarinense;Campus Brusque;Ciclo;Inconsistente RA;26
Instituto Federal Catarinense;Campus Brusque;Ciclo;Validado RA;53
Instituto Federal Catarinense;Campus Brusque;Curso;Validado RA;6
Instituto Federal Catarinense;Campus Brusque;Matrícula;Alterado RA;2.032
Instituto Federal Catarinense;Campus Brusque;Matrícula;Inconsistente RA;1.053
Instituto Federal Catarinense;Campus Camboriú;Ciclo;Validado RA;293
Instituto Federal Catarinense;Campus Camboriú;Curso;Validado RA;36
Instituto Federal Catarinense;Campus Camboriú;Matrícula;Alterado RA;10.703
Instituto Federal Catarinense;Campus Camboriú;Matrícula;Inconsistente RA;1.332
Instituto Federal Catarinense;Campus Concórdia;Ciclo;Validado RA;144
Instituto Federal Catarinense;Campus Concórdia;Curso;Validado RA;12
Instituto Federal Catarinense;Campus Concórdia;Matrícula;Alterado RA;4.493
Instituto Federal Catarinense;Campus Concórdia;Matrícula;Inconsistente RA;1.138
Instituto Federal Catarinense;Campus Fraiburgo;Ciclo;Validado RA;66
Instituto Federal Catarinense;Campus Fraiburgo;Curso;Validado RA;6
Instituto Federal Catarinense;Campus Fraiburgo;Matrícula;Alterado RA;1.155
Instituto Federal Catarinense;Campus Fraiburgo;Matrícula;Inconsistente RA;784
Instituto Federal Catarinense;Campus Fraiburgo;Matrícula;Validado RA;251
Instituto Federal Catarinense;Campus Ibirama;Ciclo;Validado RA;59
Instituto Federal Catarinense;Campus Ibirama;Curso;Validado RA;7
Instituto Federal Catarinense;Campus Ibirama;Matrícula;Alterado RA;1.568
Instituto Federal Catarinense;Campus Ibirama;Matrícula;Inconsistente RA;893
Instituto Federal Catarinense;Campus Luzerna;Ciclo;Validado RA;106
Instituto Federal Catarinense;Campus Luzerna;Curso;Validado RA;5
Instituto Federal Catarinense;Campus Luzerna;Matrícula;Alterado RA;1.604
Instituto Federal Catarinense;Campus Luzerna;Matrícula;Inconsistente RA;937
Instituto Federal Catarinense;Campus Luzerna;Matrícula;Validado RA;9
Instituto Federal Catarinense;Campus Rio do Sul;Ciclo;Alterado RA;178
Instituto Federal Catarinense;Campus Rio do Sul;Ciclo;Validado RA;50
Instituto Federal Catarinense;Campus Rio do Sul;Curso;Validado RA;14
Instituto Federal Catarinense;Campus Rio do Sul;Matrícula;Alterado RA;4.289
Instituto Federal Catarinense;Campus Rio do Sul;Matrícula;Inconsistente RA;3.036
Instituto Federal Catarinense;Campus Rio do Sul;Matrícula;Validado RA;447
Instituto Federal Catarinense;Campus Santa Rosa do Sul;Ciclo;Validado RA;68
Instituto Federal Catarinense;Campus Santa Rosa do Sul;Curso;Validado RA;3
Instituto Federal Catarinense;Campus Santa Rosa do Sul;Matrícula;Alterado RA;3.593
Instituto Federal Catarinense;Campus Santa Rosa do Sul;Matrícula;Inconsistente RA;760
Instituto Federal Catarinense;Campus São Bento do Sul;Ciclo;Validado RA;80
Instituto Federal Catarinense;Campus São Bento do Sul;Curso;Validado RA;5
Instituto Federal Catarinense;Campus São Bento do Sul;Matrícula;Validado RA;2.485
Instituto Federal Catarinense;Campus São Francisco do Sul;Ciclo;Validado RA;93
Instituto Federal Catarinense;Campus São Francisco do Sul;Curso;Validado RA;8
Instituto Federal Catarinense;Campus São Francisco do Sul;Matrícula;Alterado RA;767
Instituto Federal Catarinense;Campus São Francisco do Sul;Matrícula;Inconsistente RA;244
Instituto Federal Catarinense;Campus São Francisco do Sul;Matrícula;Validado RA;1.853
Instituto Federal Catarinense;Campus Sombrio;Ciclo;Alterado RA;98
Instituto Federal Catarinense;Campus Sombrio;Curso;Validado RA;7
Instituto Federal Catarinense;Campus Sombrio;Matrícula;Alterado RA;1.838
Instituto Federal Catarinense;Campus Sombrio;Matrícula;Inconsistente RA;1.026
Instituto Federal Catarinense;Campus Videira;Ciclo;Alterado RA;12
Instituto Federal Catarinense;Campus Videira;Ciclo;Validado RA;147
Instituto Federal Catarinense;Campus Videira;Curso;Validado RA;13
Instituto Federal Catarinense;Campus Videira;Matrícula;Alterado RA;5.346
Instituto Federal Catarinense;Campus Videira;Matrícula;Inconsistente RA;589
Instituto Federal da Bahia;Campus Avançado Ubaitaba;Ciclo;Validado RA;42
Instituto Federal da Bahia;Campus Avançado Ubaitaba;Curso;Validado RA;8
Instituto Federal da Bahia;Campus Avançado Ubaitaba;Matrícula;Alterado RA;846
Instituto Federal da Bahia;Campus Avançado Ubaitaba;Matrícula;Inconsistente RA;816
Instituto Federal da Bahia;Campus Avançado Ubaitaba;Matrícula;Validado RA;193
Instituto Federal da Bahia;Campus Barreiras;Ciclo;Alterado RA;96
Instituto Federal da Bahia;Campus Barreiras;Ciclo;Inconsistente RA;27
Instituto Federal da Bahia;Campus Barreiras;Ciclo;Validado RA;34
Instituto Federal da Bahia;Campus Barreiras;Curso;Alterado RA;9
Instituto Federal da Bahia;Campus Barreiras;Curso;Validado RA;2
Instituto Federal da Bahia;Campus Barreiras;Matrícula;Alterado RA;1.979
Instituto Federal da Bahia;Campus Barreiras;Matrícula;Inconsistente RA;1.960
Instituto Federal da Bahia;Campus Barreiras;Matrícula;Validado RA;411
Instituto Federal da Bahia;Campus Brumado;Ciclo;Validado RA;56
Instituto Federal da Bahia;Campus Brumado;Curso;Validado RA;7
Instituto Federal da Bahia;Campus Brumado;Matrícula;Alterado RA;2.458
Instituto Federal da Bahia;Campus Brumado;Matrícula;Inconsistente RA;151
Instituto Federal da Bahia;Campus Camaçari;Ciclo;Alterado RA;110
Instituto Federal da Bahia;Campus Camaçari;Ciclo;Validado RA;5
Instituto Federal da Bahia;Campus Camaçari;Curso;Validado RA;10
Instituto Federal da Bahia;Campus Camaçari;Matrícula;Alterado RA;2.009
Instituto Federal da Bahia;Campus Camaçari;Matrícula;Inconsistente RA;1.959
Instituto Federal da Bahia;Campus Campo Formoso;Ciclo;Inconsistente RA;19
Instituto Federal da Bahia;Campus Campo Formoso;Curso;Inconsistente RA;5
Instituto Federal da Bahia;Campus Campo Formoso;Matrícula;Alterado RA;78
Instituto Federal da Bahia;Campus Campo Formoso;Matrícula;Inconsistente RA;928
Instituto Federal da Bahia;Campus Euclides da Cunha;Ciclo;Alterado RA;62
Instituto Federal da Bahia;Campus Euclides da Cunha;Ciclo;Inconsistente RA;19
Instituto Federal da Bahia;Campus Euclides da Cunha;Curso;Validado RA;8
Instituto Federal da Bahia;Campus Euclides da Cunha;Matrícula;Alterado RA;1.501
Instituto Federal da Bahia;Campus Euclides da Cunha;Matrícula;Inconsistente RA;1.541
Instituto Federal da Bahia;Campus Eunápolis;Ciclo;Alterado RA;40
Instituto Federal da Bahia;Campus Eunápolis;Ciclo;Validado RA;112
Instituto Federal da Bahia;Campus Eunápolis;Curso;Validado RA;10
Instituto Federal da Bahia;Campus Eunápolis;Matrícula;Alterado RA;4.138
Instituto Federal da Bahia;Campus Eunápolis;Matrícula;Inconsistente RA;2.300
Instituto Federal da Bahia;Campus Feira de Santana;Ciclo;Alterado RA;72
Instituto Federal da Bahia;Campus Feira de Santana;Ciclo;Inconsistente RA;39
Instituto Federal da Bahia;Campus Feira de Santana;Ciclo;Validado RA;1
Instituto Federal da Bahia;Campus Feira de Santana;Curso;Validado RA;5
Instituto Federal da Bahia;Campus Feira de Santana;Matrícula;Alterado RA;2.723
Instituto Federal da Bahia;Campus Feira de Santana;Matrícula;Inconsistente RA;2.266
Instituto Federal da Bahia;Campus Feira de Santana;Matrícula;Validado RA;6
Instituto Federal da Bahia;Campus Ilhéus;Ciclo;Validado RA;121
Instituto Federal da Bahia;Campus Ilhéus;Curso;Validado RA;12
Instituto Federal da Bahia;Campus Ilhéus;Matrícula;Alterado RA;5.081
Instituto Federal da Bahia;Campus Ilhéus;Matrícula;Inconsistente RA;3.900
Instituto Federal da Bahia;Campus Irecê;Ciclo;Alterado RA;53
Instituto Federal da Bahia;Campus Irecê;Ciclo;Inconsistente RA;29
Instituto Federal da Bahia;Campus Irecê;Curso;Alterado RA;8
Instituto Federal da Bahia;Campus Irecê;Matrícula;Alterado RA;1.817
Instituto Federal da Bahia;Campus Irecê;Matrícula;Inconsistente RA;1.762
Instituto Federal da Bahia;Campus Jacobina;Ciclo;Alterado RA;102
Instituto Federal da Bahia;Campus Jacobina;Ciclo;Inconsistente RA;15
Instituto Federal da Bahia;Campus Jacobina;Ciclo;Validado RA;2
Instituto Federal da Bahia;Campus Jacobina;Curso;Validado RA;5
Instituto Federal da Bahia;Campus Jacobina;Matrícula;Alterado RA;2.149
Instituto Federal da Bahia;Campus Jacobina;Matrícula;Inconsistente RA;1.338
Instituto Federal da Bahia;Campus Jaguaquara;Ciclo;Alterado RA;1
Instituto Federal da Bahia;Campus Jaguaquara;Ciclo;Inconsistente RA;24
Instituto Federal da Bahia;Campus Jaguaquara;Curso;Alterado RA;6
Instituto Federal da Bahia;Campus Jaguaquara;Matrícula;Alterado RA;104
Instituto Federal da Bahia;Campus Jaguaquara;Matrícula;Inconsistente RA;1.400
Instituto Federal da Bahia;Campus Jequié;Ciclo;Validado RA;118
Instituto Federal da Bahia;Campus Jequié;Curso;Validado RA;7
Instituto Federal da Bahia;Campus Jequié;Matrícula;Alterado RA;2.409
Instituto Federal da Bahia;Campus Jequié;Matrícula;Inconsistente RA;1.664
Instituto Federal da Bahia;Campus Juazeiro;Ciclo;Alterado RA;46
Instituto Federal da Bahia;Campus Juazeiro;Ciclo;Inconsistente RA;16
Instituto Federal da Bahia;Campus Juazeiro;Curso;Alterado RA;1
Instituto Federal da Bahia;Campus Juazeiro;Curso;Inconsistente RA;4
Instituto Federal da Bahia;Campus Juazeiro;Matrícula;Alterado RA;1.403
Instituto Federal da Bahia;Campus Juazeiro;Matrícula;Inconsistente RA;1.527
Instituto Federal da Bahia;Campus Lauro de Freitas;Ciclo;Alterado RA;54
Instituto Federal da Bahia;Campus Lauro de Freitas;Ciclo;Inconsistente RA;29
Instituto Federal da Bahia;Campus Lauro de Freitas;Curso;Alterado RA;5
Instituto Federal da Bahia;Campus Lauro de Freitas;Matrícula;Alterado RA;1.248
Instituto Federal da Bahia;Campus Lauro de Freitas;Matrícula;Inconsistente RA;1.582
Instituto Federal da Bahia;Campus Paulo Afonso;Ciclo;Alterado RA;50
Instituto Federal da Bahia;Campus Paulo Afonso;Ciclo;Inconsistente RA;1
Instituto Federal da Bahia;Campus Paulo Afonso;Ciclo;Validado RA;129
Instituto Federal da Bahia;Campus Paulo Afonso;Curso;Validado PI;1
Instituto Federal da Bahia;Campus Paulo Afonso;Curso;Validado RA;6
Instituto Federal da Bahia;Campus Paulo Afonso;Matrícula;Alterado RA;2.646
Instituto Federal da Bahia;Campus Paulo Afonso;Matrícula;Inconsistente RA;800
Instituto Federal da Bahia;Campus Porto Seguro;Ciclo;Alterado RA;128
Instituto Federal da Bahia;Campus Porto Seguro;Ciclo;Inconsistente RA;43
Instituto Federal da Bahia;Campus Porto Seguro;Curso;Alterado RA;8
Instituto Federal da Bahia;Campus Porto Seguro;Matrícula;Alterado RA;2.380
Instituto Federal da Bahia;Campus Porto Seguro;Matrícula;Inconsistente RA;2.288
Instituto Federal da Bahia;Campus Salvador;Ciclo;Alterado RA;71
Instituto Federal da Bahia;Campus Salvador;Ciclo;Inconsistente RA;169
Instituto Federal da Bahia;Campus Salvador;Ciclo;Validado RA;490
Instituto Federal da Bahia;Campus Salvador;Curso;Validado RA;32
Instituto Federal da Bahia;Campus Salvador;Matrícula;Alterado RA;18.570
Instituto Federal da Bahia;Campus Salvador;Matrícula;Inconsistente RA;13.244
Instituto Federal da Bahia;Campus Santo Amaro;Ciclo;Validado RA;134
Instituto Federal da Bahia;Campus Santo Amaro;Curso;Validado RA;8
Instituto Federal da Bahia;Campus Santo Amaro;Matrícula;Alterado RA;3.225
Instituto Federal da Bahia;Campus Santo Amaro;Matrícula;Inconsistente RA;19
Instituto Federal da Bahia;Campus Santo Antônio de Jesus;Ciclo;Alterado RA;125
Instituto Federal da Bahia;Campus Santo Antônio de Jesus;Ciclo;Inconsistente RA;1
Instituto Federal da Bahia;Campus Santo Antônio de Jesus;Curso;Validado RA;17
Instituto Federal da Bahia;Campus Santo Antônio de Jesus;Matrícula;Alterado RA;2.520
Instituto Federal da Bahia;Campus Santo Antônio de Jesus;Matrícula;Inconsistente RA;1.812
Instituto Federal da Bahia;Campus Seabra;Ciclo;Alterado RA;35
Instituto Federal da Bahia;Campus Seabra;Curso;Validado RA;3
Instituto Federal da Bahia;Campus Seabra;Matrícula;Alterado RA;1.655
Instituto Federal da Bahia;Campus Seabra;Matrícula;Inconsistente RA;1.102
Instituto Federal da Bahia;Campus Simões Filho;Ciclo;Alterado RA;172
Instituto Federal da Bahia;Campus Simões Filho;Ciclo;Inconsistente RA;45
Instituto Federal da Bahia;Campus Simões Filho;Curso;Alterado RA;6
Instituto Federal da Bahia;Campus Simões Filho;Curso;Validado RA;1
Instituto Federal da Bahia;Campus Simões Filho;Matrícula;Alterado RA;4.288
Instituto Federal da Bahia;Campus Simões Filho;Matrícula;Inconsistente RA;2.920
Instituto Federal da Bahia;Campus Valença Tento;Ciclo;Alterado RA;154
Instituto Federal da Bahia;Campus Valença Tento;Curso;Validado RA;9
Instituto Federal da Bahia;Campus Valença Tento;Matrícula;Alterado RA;2.889
Instituto Federal da Bahia;Campus Valença Tento;Matrícula;Inconsistente RA;1.758
Instituto Federal da Bahia;Campus Vitória da Conquista;Ciclo;Alterado RA;304
Instituto Federal da Bahia;Campus Vitória da Conquista;Ciclo;Inconsistente RA;30
Instituto Federal da Bahia;Campus Vitória da Conquista;Curso;Validado RA;24
Instituto Federal da Bahia;Campus Vitória da Conquista;Matrícula;Alterado RA;7.009
Instituto Federal da Bahia;Campus Vitória da Conquista;Matrícula;Inconsistente RA;5.307
Instituto Federal da Paraíba;Campus Avançado Areia;Ciclo;Alterado RA;18
Instituto Federal da Paraíba;Campus Avançado Areia;Ciclo;Inconsistente RA;40
Instituto Federal da Paraíba;Campus Avançado Areia;Curso;Alterado RA;5
Instituto Federal da Paraíba;Campus Avançado Areia;Curso;Inconsistente RA;4
Instituto Federal da Paraíba;Campus Avançado Areia;Matrícula;Alterado RA;753
Instituto Federal da Paraíba;Campus Avançado Areia;Matrícula;Inconsistente RA;1.459
Instituto Federal da Paraíba;Campus Avançado João Pessoa Mangabeira;Ciclo;Alterado RA;20
Instituto Federal da Paraíba;Campus Avançado João Pessoa Mangabeira;Ciclo;Inconsistente RA;36
Instituto Federal da Paraíba;Campus Avançado João Pessoa Mangabeira;Curso;Alterado RA;2
Instituto Federal da Paraíba;Campus Avançado João Pessoa Mangabeira;Curso;Inconsistente RA;9
Instituto Federal da Paraíba;Campus Avançado João Pessoa Mangabeira;Matrícula;Alterado RA;467
Instituto Federal da Paraíba;Campus Avançado João Pessoa Mangabeira;Matrícula;Inconsistente RA;1.287
